title,url,type,date,content,Stock_Names,Sentiment,Summary
India needs to develop content-tracking system for Gen AI: Report,https://www.moneycontrol.com/technology/india-needs-to-develop-content-tracking-system-for-gen-ai-report-article-12825517.html,Market,2024-09-19,india needs develop content tracking system generative artificial intelligence  gen ai  technologies time concerns raised source authenticity digital content  eyficci report said   ai evolves  becomes increasingly challenging differentiate humancreated machinegenerated content  leading potential issues misinformation  copyright infringement  loss credibility digital content   release said  report â  identifying ai generated content digital age  role watermarking â  addresses need distinguish aigenerated content humangenerated material  highlights importance enabling consumers identify aigenerated content  ensuring informed decisionmaking  ai content detection tools essential establishing authenticity maintaining integrity aigenerated content  aigenerated content abundant often indistinguishable created humans  significantly influencing public decisions opinions  report said one approach establish authenticity build robust ai content detection mechanism watermarkingâ governments worldwide recognising potential watermarking technologies  taking lead  india play pivotal role shaping robust domestic digital ecosystem secure  transparent  trustworthy  report highlighted  report said  need multilayered approaches  technological advancements frameworks   policies formulated promote adoption watermarking establishing global standards implementation   report said  rajnish gupta  partner  tax economic policy group  ey india  said watermarking key solution enables developers encrypt watermarks  providing better detection authenticity aigenerated content   robust watermarking must resist tampering  detection systems maintain low falsepositive rates functioning across different gen ai platforms  gupta quoted saying release ,"rec, iti",POSITIVE,Ai evolves  becomes increasingly challenging differentiate humancreated machinegenerated content. india needs develop content tracking system generative artificial intelligence  gen ai technologies time concerns raised source authenticity digital content.
"Why the biggest cybersecurity risk to securities market may be difficult to eliminate, according to Deloitte India's Kamdar",https://www.moneycontrol.com/news/business/markets/difficult-to-meet-sebis-deadline-on-cybersecurity-framework-kamdar-deloitte-india-12825160.html,Market,2024-09-19,biggest riskâ cybersecurityâ securitiesmarket system dependence thirdparty vendors  â according toâ munjal kamdar  partner  deloitte india  may extremely difficult eliminate risk  interview given moneycontrol  kamdar said may beâ feasible entirely removeâ vendors ecosystem given crucial role play  kamdar  two decades bfsi sector expert cyber regulatory compliance security risk  explains  also read sebi employees assured committee look workplace demands  sources edited excerpts interview  third party vendors biggest cybersecurity risk  third parties play crucial role helping clients  brokers exchanges  add technical capabilities  reduce costs  improve services  given criticality  reliance increased substantially  outsourcing increased exponentially  terms scale variety services  recent years  thereby expanding attack surface  part evolving business landscape  driven specialisation  third parties develop expertise certain areas  clients motivated outsource business functions specialised entities  successful organisations able balance benefits potential risks employingâ risk assessments strategies monitoring third parties  challenges faced intermediaries  brokers  market infrastructure institutions  miis   exchanges depositories  reducing reliance vendors  thirdparties eliminated entirely value chain  given crucial roles played thirdparty vendors  may feasible eliminate entirely  byâ theirâ nature  services require specialisation  expertise developed thirdparty service providers  cloud  saas  ekyc  developed client organisations  additionally  vendors able reduce costs servicing multiple clients services  standalone broker  without appropriate thirdparty support  cost  functions intermediaries miis rely vendors   dependence isâ related servicesâ â  application development  maintenance  networks  infrastructure  etc  due lack expertise within organisations  s alsoâ dependency vendorsâ services like ekyc  customer acquisition signup  â etc  business services need scale delivery  sebi consideringâ making thirdparty vendor s conduct complianceâ responsibility registered intermediary  intermediaries able manage responsibility practically  per section 16 cscrf  regulated entity   responsible identifying  establishing  assessing  managing cybersecurity risks  thirdparty service providers also mandated follow similar information security standards res  frameworks available managing monitoring third party risks  responsibility managing risks falls entirely corporation engaging third parties  said market players recognise cybersecurity risks real need dealt priority  concrete indicators  cyberbudgets increasing past years  however  indicators well  deloitte conducts voice cyber survey every yearâ among 1000plus organisations  findings year told us following  1  â 56â percent respondents mentioned cyber initiatives improved organisational efficiency  2  â 40â percent mentioned initiativesâ improved customer trust  39â percent mentioned thatâ theyâ improved brand reputation  3  â 51â percent organisations mentioned risk management strategy important initiative success organisation  would difficult brokers registered intermediaries meet cybersecurity  cyberresilience framework deadline  reasonable deadline  â  note  august 20  â theâ securities exchange board india  sebi  releasedâ cybersecurity andâ cyber resilienceâ framework  cscrf  â  details standards met ensure cyberresilience security  guidelines meet  formats compliance â  august 20 regulator set january 1  2025 implementation deadline six categories regulated entities andâ april 1  2025  restâ  cscrf requirements comprehensive demand significant investment time effort  two sets compliance deadlines  first applies six categories res already covered cyber resilience circulars  compliance deadline january 1  2025 res need perform gap assessment build missing controls framework  require time effort  also need redraw audit baseline reporting  res covered cyber resilience circulars  specified deadline april 1  2025 challenge defining implementing cyber resilience requirements scratch  disclaimer  views investment tips expressed investment experts onâ moneycontrolcomâ website managementâ moneycontrolcomâ advises users check certified experts taking investment decisions ,"rec, acc, iti",POSITIVE,Third party vendors biggest cybersecurity risk  third parties play crucial role helping clients  brokers exchanges  add technical capabilities  reduce costs  improve services. Third party vendors  may feasible eliminate entirely  by theirâ nature  services require specialisation  expertise developed thirdparty service providers  cloud  saas  ekyc.
Nifty erases early gains; heavy short build up and relative weakness signal short-term consolidation,https://www.moneycontrol.com/news/business/markets/nifty-erases-early-gains-heavy-short-build-up-and-relative-weakness-signal-short-term-consolidation-12825406.html,Market,2024-09-19,indian benchmark indices cooled strong gapup opening driven federal reserve s overnight 50 bps rate cut  afternoon trade  sensex 20395 points 025 percent 8315218  nifty gained 261 points 01 percent  closing 254036 however  broader market faced selling pressure  nifty next 50 nifty midcap select declining 145 percent 128 percent  respectively  according experts  markets showing signs weakness  heavy short positions building several stocks  fmcg sector expected demonstrate resilience provide support market  analysts recommend avoiding mid smallcap stocks  may continue face heightened volatility downside risk  âœwith midcaps smallcaps rallied significantly past months  margin safety  terms valuations  diminished relative largecaps  given  broader market may undergo period time correction select pockets  flows likely shifting towards largecaps   said neeraj chadawar  head fundamental quantitative research axis securities  nifty outlook strategy preeti k chabra  trade deltanifty trading alltime high following federal reserveâs 50 bps rate hike  event behind us  market seems taking breather  profit booking seen several counters  rsi monthly chart overbought zone  signaling potential selling momentum medium term  strategy  20hour moving average breaks  debit spread initiated nifty buying 25300 pe rs 104  26th september expiry  selling 25200 pe rs 80  net cost rs 20 sheersham gupta  director senior technical analyst rupeezythe us federal reserve surprised markets 50 bps rate cut  first four years  importantly  fedâs greater confidence inflation nearing 2 percent target suggests possibility rate cut cycle india  lagged behind us europe easing monetary policy  festive season approaching  positive sentiment expected indian markets  typically experience bullish trend period  although profit booking occurred following todayâs gapup opening  appears mild correction  nifty strong support 25350  level needs broken downside  monthly chart  nifty formed four consecutive green candlesâ  rare patternâ  indicating limited movement next expiry  breakout following consolidation could push nifty towards 26500â  27000 range  strategy  metals sector looks promising  trading historic lows compared nifty  tata steel standout pick  stop loss rs 1478 target rs 151 santosh pasi  derivatives trader founder pasi technologies today fed s 50 bps cut  everyone assuming would go  profit booking  closing red candle today  however compare yesterday  closing slightly positive  economic factors positive expect bullish moment continue  correction  opportunity add long term portfolio  sudeep shah  dvp head derivative technical research sbi securities initially  market rallied positive sentiment following rate cut  session progressed  profit booking set  many investors opting lock gains  looking ahead  25150â  25050 zone act immediate support nifty  confluence 20day ema 618 percent fibonacci retracement level prior rally  24753â  25611   upside  25600â  25650 range serve immediate resistance  expect index consolidate 25650 25000 next sessions  bank nifty outlookâ shah highlights bank nifty outperforming broader indices  demonstrating relative strength   minor profit booking higher levels  overall chart structure remains bullish  indicating upside potential  immediate support lies 52600â  52500 range  long bank nifty holds 52500  likely continue upward trajectory  potentially testing 53500  followed 53900 short term   added  going forward  shah recommends focusing banking fmcg sectors  showing resilience despite broader market weakness  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"tata steel, rec, acc, iti",NEGATIVE,Indian benchmark indices cooled strong gapup opening driven federal reserve s overnight 50 bps rate cut  afternoon trade  sensex 20395 points 025 percent 8315218  nifty gained 261 points 01 percent  closing 254036 however  broader market faced selling pressure  nifty next 50 nifty midcap select declining 145 percent 128 percent  respectively. markets showing signs weakness  heavy short positions building several stocks  fmcg sector expected demonstrate resilience provide support. analysts recommend avoiding mid smallcap stocks  may continue face heightened volatility downside risk.
AAVAS Financiers surges 3% as board approves NCD issue to raise Rs 630 crore,https://www.moneycontrol.com/news/business/markets/aavas-financiers-surges-3-as-board-approves-ncd-issue-to-raise-rs-630-crore-12825472.html,Market,2024-09-19,shares aavas financiers surged 3 percent rs 1871 per share september 19 afterâ company approved issuance nonconvertible debentures  ncds  raise rs 630 crore  ncds type debt instrument used companies institutions raise funds public institutional investors  far year  stock housing finance company surged 21 percent  beating benchmark nifty 50 s 16 percent surge  earlier  aavas financiers hit 52week high rs 1978 per share june 19  2024 catch market action live blog exchange filing  company said board approved issuance rs 63000 rated  listed  senior  unsubordinated  secured  transferable  redeemable  indian rupee denominated ncds face value rs 1 lakh  aggregating amount rs 630 crore private placement basis  ncds planned listed wholesale debt market bseâ tenure ncds 5 years reference date  maturity date ncds 5 years referance date  aavas financiers focuses providing affordable loans low middleincome customers  particularly semiurban rural areas  company offers range products  including home loans purchasing  constructing  repairing  extending residential properties  operates 14 states across india  including rajasthan  gujarat  maharashtra  tamil nadu  making key player housing finance sector  currently  around 18 brokerages cover aavas financiers stock  14 analysts suggesting buy  call stock  2â recommended hold  call  2 shared sell  rating  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"rec, bse, aavas financiers",POSITIVE, shares aavas financiers surged 3 percent rs 1871 per share september 19 afterâ company approved issuance nonconvertible debentures. stock housing finance company surged 21 percent  beating benchmark nifty 50 s 16 percent surge  earlier. around 18 brokerages cover aAVAS financiers stock. 14 analysts suggesting buy  call stock  2â recommended hold  call  2 shared sell  rating.
"Sensex, Nifty retreat from record highs as Fed rate cut sparks mixed reactions",https://www.moneycontrol.com/news/business/markets/sensex-nifty-retreat-from-record-highs-as-fed-rate-cut-sparks-mixed-reactions-12825378.html,Market,2024-09-19,sensex nifty retreated record highs close slightly higher september 19 following us fed s decision slash interest rates 50 basis points keeping unchanged four years  initially  domestic market reacted positively  momentum gradually faded  close  sensex 236â points  03 percent  83184  nifty 38 points  02 percent  25415 market breadth remained weak  1198 stocks advancing  2610 declining  90 remaining unchanged  earlier day  sensex surged record high 83773  nifty 50 surpassed 25600 first time reached milestone 25611 four 13 major sectoral indices positive territory last hour trade  nifty auto  bank  private bank  fmcg gained 0406 percent  nifty metal  pharma  declined 0306 percent  respectively  rate cut sparked mixed reactions market participants  analysts hailed boon emerging markets like india  others expressed concern sharp monetary correction reflected severity economic stress us  follow live blog market action fed s interest rate cut positive factor indian equities boosts global liquidity  potentially attracting foreign funds  however  concerns high valuations continue loom large  fed s pivot could also influence reserve bank india s stance  analysts predicting potential rate cut december policy meeting   exerts pressure reserve bank india  rbi  think similar rate cut  especially domestic economy still recovering   said ravi singh  svp retail research religare broking   believe equities  risky assets  well back us monetary policy normalisation albeit volatility given concern risk hard landing  us recession    said yogesh kalwani  head investments incred wealth  also highlighted  valuations exceeding longterm averages  broader market may consolidate  largecap value stocks gaining preference  also read â rbi s rate cut dilemma  keep pace fed s 50 bps slash take slow path easing  recession fears drove investors safe havens like fmcg  lifting index 06 percent  another key reason bullishness consumption due populist budget  focused recovery rural sector  today  broader market saw notable correction  bse midcap index dropping 04 percent bse smallcap index falling nearly oneâ percent  comes individual stocks  hul  nestle  titan  kotak mahindra  ntpc gained 1324 percent  leading nifty 50  shriram finance  adani ports  ongc  coal india  bpcl biggest losers  1435 percent  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"ntpc, titan, shriram finance, coal india, rec, bse, iti, shriram finance",NEGATIVE, sensex nifty retreated record highs close slightly higher september 19 following us fed s decision slash interest rates 50 basis points keeping unchanged four years. sensex surged record high 83773  nifty 50 surpassed 25600 first time reached milestone 25611 four 13 major sectoral indices positive territory last hour trade  nifty auto  bank  private bank  fmcg gained 0406 percent  nifty metal  pharma  declined 0306 percent  respectively  rate cut sparked mixed reactions market participants hailed boon emerging markets like india.
"Nifty FMCG defies broader market sentiment; Nestle, HUL, Tata Consumer gain up to 4%",https://www.moneycontrol.com/news/business/markets/nifty-fmcg-defies-broader-market-sentiment-nestle-hul-tcpl-gain-up-to-4-12825460.html,Market,2024-09-19,sectoral indices broader markets languished sea red  consumer staples sector outperformed nifty fmcg rising percent  top gainers index fmcg giants nestle india  hindustan unilever  tata consumer dabur india  surging 4 percent  hand  itc  varun beverages  united spirits radico khaitan recorded losses trade  analysts turning bullish consumer sector  seen nifty fmcg index rising 24 percent past six months  comparison  nifty 50 index gained around 165 percent time period  follow market blog catch live updates federal reserve slashes benchmark lending rate 50 basis points  analysts suggested positive indian equities foreign flows invest money emerging markets  especially indian equities  rbi soon expected follow federal reserve s footsteps  cutting rates  however  certain recessionary fears participants believing american central bank took drastic step  cutting rates 50 basis points  instead largely expected 25 basis points  usa could veering towards recession territory  therefore  along pharmaâ considered defensive sectors  consumption theme also garnered favour  another key reason bullishness consumption comes populist budget  high focus recovery rural sectorâ finance minister announced measures spur employment  key pain point lower middleclass  additionally  measures boost agricultural income coupled predications normal monsoon  rural demand might see turnaround  initiatives likely boost disposable income  therefore increasing demand consumer staples products  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"nestle india, hindustan unilever, itc, dabur india, varun beverages, united spirits, rec, upl, radico khaitan, iti",POSITIVE,Consumer staples sector outperformed nifty fmcg rising percent  top gainers index fMCg giants nestle india  hindustan unilever  tata consumer dabur india. nifty 50 index gained around 165 percent time period  follow market blog catch live updates federal reserve slashes benchmark lending rate 50 basis points.
Reduce SBI Cards; target of Rs 700: Emkay Global Financial,https://www.moneycontrol.com/news/business/stocks/reduce-sbi-cards-target-of-rs-700-emkay-global-financial-12825429.html,Stocks,2024-09-19,emkay global financial s research report sbi cards amid rising hopes policy rate cut cy25  believe sbi cards fixed rate asset portfolio higher share borrowings maturing  1 year  could benefit margins front stabilized prolonged contraction cycle  however  asset quality deteriorated meaningfully gnpastage 2 pool already rising 31  62  loans 1qfy25 24  53  year ago  industry level channel checks suggest overall stress buildup card business remains elevated  coupled regulatory salvo unsecured loans could hurt business growth  already reflected sbicâs slower card acquisition   1mn 1q  thus continued loss cifspend market share  factoring slower growth higher charge amid rising npas  expect sbic report suboptimal roas 364   outlook given lower tier capital  168   following increase rwa rbi  sbic also needs raise capital sooner later  reiterate reduce stock tp rs700share  implying 37x sep26e abv  recommendations report  â click disclaimer  â views investment tips expressed investment expertsbroking housesrating agencies moneycontrolcom  website management  moneycontrolcom advises users check certified experts taking investment decisions  sbi cards  19092024  emkay,"rec, upl, iti",NEGATIVE, emkay global financial s research report sbi cards amid rising hopes policy rate cut cy25. higher share borrowings maturing  1 year  could benefit margins front stabilized prolonged contraction cycle. asset quality deteriorated meaningfully gnpastage 2 pool already rising 31  62  loans 1qfy25 24  53  year ago.
"Neogen Chemicals soars 13%, hits new all-time high amid heavy volumes",https://www.moneycontrol.com/news/business/markets/neogen-chemicals-soars-13-hits-new-all-time-high-amid-heavy-volumes-12825452.html,Stocks,2024-09-19,shares neogen chemicals rallied 13 percent hit alltime high rs 2140 per share september 19 amid volume spurt  around 11 million shares exchanged bse nse intraday deals  exceeding 1week average 03 million equity shares  today s rise  stock extended rally 33 percent past one week  outperforming benchmark nifty 50 s 01 percent rise  catch market action live blog neogen chemicals specialises manufacturing ecofriendly specialty chemicals used across pharmaceutical  engineering  agrochemical industries  company built strong expertise bromine lithium compounds  recently  advanced intermediates pharmaceutical pesticide sectors  annual report  management remained optimistic longterm growth chemicals sector  driven china1 strategy  efforts reduce chemical imports  robust r  capabilities  favorable government policies  address challenges agrochemical market  neogen exploring nonagrochemical opportunities global market recovers  company remains confident achieving rs 9001000 crore revenues fy26  anticipating recovery latter half fiscal year  government initiatives like âmake indiaâ pli scheme expected support neogenâs growth  particularly pharmaceutical intermediates lithiumion batteries electric vehicles  evs  renewable energy storage  currently  7 brokerages coverage neogen chemicals stock  5 recommending strong buy  counter 2 suggested hold  rating  june ended quarter  neogen chemicals reported total revenue rs 169 crore  rs 172 crore yearago period  net profit  meanwhile  increased rs 12 crore q1fy25 rs 114 crore q1fy23  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"rec, bse, iti",POSITIVE, neogen chemicals specialises manufacturing ecofriendly specialty chemicals used across pharmaceutical  engineering  agrochemical industries. Company built strong expertise bromine lithium compounds  recently  advanced intermediates pharmaceutical pesticide sectors. Government initiatives like âmake indiaâ pli scheme expected support neogenâs growth.
Cementâ€™s $100 billion illusion: Kotak says current valuations devoid of logic,https://www.moneycontrol.com/news/business/markets/cements-100-billion-illusion-kotak-says-current-valuations-devoid-of-logic-12825360.html,Stocks,2024-09-19,trouble cement firms far expects expect companies end firsthalf fy25 higher expected raw material costs  amid weak pricing sluggish demand  amid  current valuation indian cement companies appears increasingly unreasonable  according kotak institutional equities  especially considering staggering  100 billion market capitalization listed firms sector  figure raises serious questions underlying fundamentals industry  particularly regarding volume cement companies would need sell justify valuations  brokerage said recent strategy report  follow market blog catch live action kotak s analysis revealed match market cap  indian cement companies would need sell approximately 20 billion tons cement undiscounted basis  150 billion tons discounted basis  assuming cost equity 12 percent   astronomical figure 40 60 billion tons next 30 years  depending discounted cash flow  dcf  calculations  staggering  100 billion market cap  deliver  implied volumes necessary support valuations incredulous  according kotak  fact  analysts noted nearzero probability achieving sales levels  particularly examine context indiaâs gdp growth trajectory  put perspective  china sold 44 billion tons cement 1995 2023 gdp grew rapid cagr 12 percent  sold 34 billion tons peak growth phase 2007 2023  â gdp registered growth 10 percent cagr  kotak identified 1994 key starting point comparison  china s cement sales volumes time around 400 million tonsâ  similar indiaâs projected fy24 volumes 419 million tons  year 2007 also served significant benchmark  chinaâs gdp per capita us  2700  closely aligned indiaâs fy24 gdp per capita us  2600  kotak noted cement sector s profitability could exceed kotak s assumed figure us  5 per ton  historically however  often fallen short market expectations  nevertheless  cement companies achieved decent cash return capital invested  croci  time  suggesting assumed profit per ton unreasonably low  cement firms  pe multiples devoid valuation logic analysis revealed strongly current market dynamics indian cement companies suggest severe disconnect valuation underlying business fundamentals  fact  brokerage challenged street s approach valuing cement stocks  argued capexintensive commodity business low fixedasset turnover ratio around 1x command high pe evebitda multiples  additional unit volume requires significant investment  negatively impacts free cash flow  fcf  results low fcftoprofitaftertax  pat  ratio  given factors  current 3040x pe multiples cement stocks lack sound valuation logic  kotak said  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"rec, acc, iti",NEGATIVE,"Indian cement companies appear increasingly unreasonable, according kotak institutional equities. Staggering 100 billion market capitalization listed firms sector figure raises serious questions underlying fundamentals industry. cement companies would need sell approximately 20 billion tons cement to justify valuations."
"Kotak downgrades HCL Tech as stocks trades at full valuations, deal wins moderate",https://www.moneycontrol.com/news/business/stocks/kotak-downgrades-hcl-tech-as-stocks-trades-at-full-valuations-deal-wins-moderate-12825192.html,Stocks,2024-09-19,major hcl technologies saw counter zoom 22 percent three months  kotak institutional equities downgraded information technology player reduce  add   hcl techâs stock 5 percent  22â percent 35 percent past one  three 12 months  respectively  company trades 9â percent 4â percent discount tcs andinfosys  significantly lower last fiveyearâ averageâ stock trades full valuations ofâ 26x fy2026e earnings  1 pm  hcl technologies shares quoting rsâ 173765 nse  lower 11 percent compared previous session s closing price  follow live blog catch updates  believe hcltech deliver consistent industrymatching industryleading growth  led balanced portfolio services strength cost takeout deals  however  stock trades full valuations 26x fy2026e earnings   said brokerage  however  headwinds wellâ  include anniversary verizon deal modest deal wins past quarters  leading lesser ideal visibility growth fy2026e  added kotak  deal win total contract value moderateâ past quarters verizon deal  visibility megaâ dealdriven revenue weak fy2026e currently requires wins 2hfy25â  assuming wins 2qfy25   result  hcl tech benefit recovery industry growth inâ fy2026eâ however  magnitude growth tad lower peersâ infosys   portfolio mix may limit extent recovery relative toâ peers due lesser exposure bfs  especially us  growthâ recovery stronger  higher exposure retail  cpg manufacturing  â incremental headwinds underperforming erdportfolio  faces downside risks   said kotak  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"infosys, hcl technologies, rec, iti",POSITIVE, major hcl technologies saw counter zoom 22 percent three months  kotak institutional equities downgraded information technology player reduce  add   hcl techâs stock 5 percent  22â percent 35 percent past one  three 12 months respectively. Company trades 9â percent 4â percent discount tcs andinfosys  significantly lower last fiveyearâ averageâ stock trades full valuations ofâ 26x fy2026e earnings.
Info Edge shares rise 5% on BofA's double upgrade to 'buy',https://www.moneycontrol.com/news/business/info-edge-shares-rise-5-on-bofas-double-upgrade-to-buy-12825181.html,Stocks,2024-09-19,shares info edge india limited surged 5 percent rs 8151â session september 19 bank america  bofa  upgraded stock buy  underperform  translating double upgrade amid robust growth prospects  international brokerage also raised target price rs 9000 rs 5185 new price target implies upside potential 16 percent last close rs 7741 national stock exchange  follow live blog latest market updates brokerage firm suggests info edge 70 percent market share  dominant position  disruption risks  furthermore  steady revival recruitment space current levels  bofa added company s valuation adjusted internet companies zomato pb fintech  underperformed nifty  propping analysts suggest valuation comfort  naukricom operator reported 47 percent yearonyear  yoy  increase net profit june quarter  reaching rs 233 crore  compared rs 159 crore period last year  revenue grew 8 percent  rising rs 677 crore rs 626 crore corresponding quarter previous year  recruitment business saw continued growth first quarter  nonrecruitment segments also expanded reduced operating losses  revenue recruitment business grew 56 percent yearonyear  among nonrecruitment verticals  99acres  real estate  posted 195 percent growth  jeevansathi  matrimony  saw 347 percent increase  shiksha  education  recorded 184 percent rise  1 pm  shares company trading rs 7852  higher almost 2 percent last close nse  disclaimer  views investment tips expressed investment experts moneycontrolcom website management  moneycontrolcom advises users check certified experts taking investment decisions ,"info edge india, zomato, rec, pb fintech, iti",POSITIVE,Shares of info edge india limited surged 5 percent on September 19. Brokerage firm suggests info edge 70 percent market share  dominant position  disruption risks. recruitment business saw continued growth first quarter  nonrecruitment segments also expanded reduced operating losses.
Buy Tata Motors; target of Rs 1175: Emkay Global Financial,https://www.moneycontrol.com/news/business/stocks/buy-tata-motors-target-of-rs-1175-emkay-global-financial-12825247.html,Stocks,2024-09-19,emkay global financial s research report tata motors ttmt stock price corrected 16  peak  amid outlook downgrade peer bmw  incl  due muted china demand  link   slowness domestic cvspvs  incl  rising discountsprice cuts  link   highlight   jlr  china relatively smaller market  24  vs 32  bmw   profitability debt outlook largely intact  ii  india cv outlook improving  margins likely see strong increase led healthy fleet operator profitability  sustained pricing discipline  iii  new launches  lower inventory would help outperformance vs weak pv industry  ttmtâs bs healthier  valuations least demanding among oems  trim fy26e27e eps 25   5  11  revenuepbt cagr   outlook upgrade ttmt buy add  keeping sotpbased tp unchanged rs1175sh  incl  rollover sep26e   recommendations report  â click disclaimer  â views investment tips expressed investment expertsbroking housesrating agencies moneycontrolcom  website management  moneycontrolcom advises users check certified experts taking investment decisions  tata motors  19092024  emkay,"tata motors, rec",POSITIVE, emkay global financial s research report tata motors ttmt stock price corrected 16  peak  amid outlook downgrade peer bmw  incl  due muted china demand. Domestic cvspvs incl  rising discountsprice cuts  link   highlight   jlr  china relatively smaller market  24  vs 32  bmW   profitability debt outlook largely intact  ii  india cv outlook improving  margins likely see strong increase.
Buy AU Small Finance Bank; target of Rs 830: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-au-small-finance-bank-target-of-rs-830-motilal-oswal-12825230.html,Stocks,2024-09-19,motilal oswal s research report au small finance bank au small finance bank  aubank  wellpositioned strong growth  demonstrating steady improvement operating profitability capitalizes synergies resulting merger  highyielding loan book following merger broader product offerings  especially south  facilitate profitable growth coming years  bankâs recent application universal bank license expected streamline regulatory requirements  improve brand positioning  foster growth enhancing customer acquisition deposit productivity  although nim may contract 5557  due rising costs  improvements disbursement yields potential rate cuts expected enhance margins  estimate operating leverage improve gradually ci projection 62  fy25 recovery 60  fy27  bank maintains robust asset quality stable credit costs  expects gnpa nnpa ratios remain around 19  06  fy27 pcr improve 70   outlook estimate roa improve 18  fy27  aided 24  loan growth  resulting 32  cagr earnings fy25fy27  reiterate buy rating revised tp inr830  premised 32x fy26e bv   recommendations report  â click disclaimer  â views investment tips expressed investment expertsbroking housesrating agencies moneycontrolcom  website management  moneycontrolcom advises users check certified experts taking investment decisions  au small finance bank  19092024  moti,"rec, au small finance bank, iti",POSITIVE,Aubank is wellpositioned strong growth demonstrating steady improvement operating profitability capitalizes synergies resulting merger. Bankâs recent application universal bank license expected streamline regulatory requirements  improve brand positioning  foster growth.
"Neutral Procter and Gamble Hygiene and HealthCare; target of Rs 17,000: Motilal Oswal",https://www.moneycontrol.com/news/business/stocks/neutral-procter-and-gamble-hygiene-and-healthcare-target-of-rs-17000-motilal-oswal-2-12825218.html,Stocks,2024-09-19,motilal oswal s research report procter gamble hygiene healthcare analyst meet  management highlighted    potential doubledigit sales growth  particularly feminine hygiene segment  percapita spending currently onesixth china   b  possibility accelerating revenue growth following 15x increase distribution reach compared three years ago   c  growing momentum new portfolio innovations whisper ultra hygiene products vicks rollon headaches    cost savings continue  savings inr113b fy24  3  sales   pg delivered salesebitdaapat growth 8  13  15  fy24  gross margin expanded 400bp yoy 616  year  260bp reinvested  p  33  yoy fy24   ebitda margin moderated 120bp yoy 234   outlook portfolio essentials healthcare  pghh focuses product innovationled customer acquisition  penetration play would continue  stable pace  despite high scope user additions  stock trades expensive valuations 62x54x fy25efy26e pe  see mediumterm trigger  reiterate neutral tp inr17000  55x junâ26e eps   recommendations report  â click disclaimer  â views investment tips expressed investment expertsbroking housesrating agencies moneycontrolcom  website management  moneycontrolcom advises users check certified experts taking investment decisions  p  g hygiene healthcare  19092024  moti,"rec, acc, iti",POSITIVE,Management highlighted potential doubledigit sales growth in feminine hygiene segment. 15x increase distribution reach compared three years ago. Cost savings continue  savings inr113b fy24  3  sales   pg delivered sales.
