,Symbol,Identifier,Company,ISIN
367,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022
368,MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012
369,AJANTPHARM,AJANTPHARMEQN,Ajanta Pharma Limited,INE031B01049
370,STARHEALTH,STARHEALTHEQN,Star Health and Allied Insurance Company Limited,INE575P01011
371,KAJARIACER,KAJARIACEREQN,Kajaria Ceramics Limited,INE217B01036
372,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030
373,KANSAINER,KANSAINEREQN,Kansai Nerolac Paints Limited,INE531A01024
374,JKCEMENT,JKCEMENTEQN,JK Cement Limited,INE823G01014
375,TATATECH,TATATECHEQN,Tata Technologies Limited,INE142M01025
376,IDFCFIRSTB,IDFCFIRSTBEQN,IDFC First Bank Limited,INE092T08CP8
377,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010
378,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027
379,ENDURANCE,ENDURANCEEQN,Endurance Technologies Limited,INE913H01037
380,EMAMILTD,EMAMILTDEQN,Emami Limited,INE548C01032
381,TIMKEN,TIMKENEQN,Timken India Limited,INE325A01013
382,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023
383,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022
384,JSWINFRA,JSWINFRAEQN,JSW Infrastructure Limited,INE880J01026
385,BSE,BSEEQN,BSE Limited,INE118H01025
386,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014
387,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
388,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025
389,CRISIL,CRISILEQN,CRISIL Limited,INE007A01025
390,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018
391,SUNDARMFIN,SUNDARMFINEQN,Sundaram Finance Limited,INE660A01013
392,OIL,OILEQN,Oil India Limited,INE274J01014
393,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011
394,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011
395,DEVYANI,DEVYANIEQN,Devyani International Limited,INE872J01023
396,UBL,UBLEQN,United Breweries Limited,INE686F01025
397,FEDERALBNK,FEDERALBNKEQN,The Federal Bank  Limited,INE171A01029
398,RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027
399,MANKIND,MANKINDEQN,Mankind Pharma Limited,INE634S01028
400,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
401,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
402,FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021
403,ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027
404,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784
405,CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010
406,HFCL,HFCLEQN,HFCL Limited,INE548A01028
407,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021
408,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
409,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
410,KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,INE036D01028
411,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028
412,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035
413,APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015
414,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
415,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020
416,TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032
417,NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013
418,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016
419,PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012
420,FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022
421,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
422,INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016
423,CDSL,CDSLEQN,Central Depository Services (India) Limited,INE736A01011
424,IDFC,IDFCEQN,IDFC Limited,INE043D07AE5
425,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
426,CUB,CUBEQN,City Union Bank Limited,INE491A01021
427,NCC,NCCEQN,NCC Limited,INE868B01028
428,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010
429,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026
430,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011
431,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
432,IEX,IEXEQN,Indian Energy Exchange Limited,INE022Q01020
433,HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012
434,GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032
435,ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013
436,PVRINOX,PVRINOXEQN,PVR INOX Limited,INE191H01014
437,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011
438,CAMS,CAMSEQN,Computer Age Management Services Limited,INE596I01012
439,CESC,CESCEQN,CESC Limited,INE486A01021
440,IIFL,IIFLEQN,IIFL Finance Limited,INE530B07138
441,RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028
442,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014
443,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
444,MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035
445,EQUITASBNK,EQUITASBNKEQN,Equitas Small Finance Bank Limited,INE063P01018
446,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
447,AAVAS,AAVASEQN,Aavas Financiers Limited,INE216P01012
448,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023
449,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020
450,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
451,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
452,HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026
453,FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021
454,ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027
455,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784
456,NSLNISP,NSLNISPEQN,NMDC Steel Limited,INE0NNS01018
457,BLS,BLSEQN,BLS International Services Limited,INE153T01027
458,CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010
459,HFCL,HFCLEQN,HFCL Limited,INE548A01028
460,FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012
461,CANFINHOME,CANFINHOMEEQN,Can Fin Homes Limited,INE477A01020
462,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021
463,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
464,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
465,KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,INE036D01028
466,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028
467,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035
468,APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015
469,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
470,UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018
471,WELSPUNLIV,WELSPUNLIVEQN,Welspun Living Limited,INE192B01031
472,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020
473,IOB,IOBEQN,Indian Overseas Bank,INE565A01014
474,GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013
475,AFFLE,AFFLEEQN,Affle (India) Limited,INE00WC01027
476,CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013
477,HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026
478,NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014
479,TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032
480,NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013
481,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016
482,JBMA,JBMAEQN,JBM Auto Limited,INE927D01044
483,ALOKINDS,ALOKINDSEQN,Alok Industries Limited,INE270A01029
484,CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010
485,PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012
486,RRKABEL,RRKABELEQN,R R Kabel Limited,INE777K01022
487,FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022
488,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
489,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
490,REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026
491,INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016
492,RENUKA,RENUKAEQN,Shree Renuka Sugars Limited,INE087H01022
493,ITI,ITIEQN,ITI Limited,INE248A01017
494,SHYAMMETL,SHYAMMETLEQN,Shyam Metalics and Energy Limited,INE810G01011
495,CDSL,CDSLEQN,Central Depository Services (India) Limited,INE736A01011
496,IRB,IRBEQN,IRB Infrastructure Developers Limited,INE821I01022
497,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010
498,TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022
499,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036
500,IDFC,IDFCEQN,IDFC Limited,INE043D07AE5
501,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
502,CUB,CUBEQN,City Union Bank Limited,INE491A01021
503,NCC,NCCEQN,NCC Limited,INE868B01028
504,HONASA,HONASAEQN,Honasa Consumer Limited,INE0J5401028
505,CEATLTD,CEATLTDEQN,CEAT Limited,INE482A01020
506,COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025
507,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010
508,JYOTHYLAB,JYOTHYLABEQN,Jyothy Labs Limited,INE668F01031
509,OLECTRA,OLECTRAEQN,Olectra Greentech Limited,INE260D01016
510,TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013
511,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026
512,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011
513,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015
514,J&KBANK,J&KBANKEQN,The Jammu & Kashmir Bank Limited,INE168A01041
515,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
516,INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017
517,IEX,IEXEQN,Indian Energy Exchange Limited,INE022Q01020
518,HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012
519,TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016
520,GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032
521,ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013
522,PVRINOX,PVRINOXEQN,PVR INOX Limited,INE191H01014
523,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011
524,KEC,KECEQN,KEC International Limited,INE389H01022
525,SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038
526,MRPL,MRPLEQN,Mangalore Refinery and Petrochemicals Limited,INE103A04018
527,NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031
528,CAMS,CAMSEQN,Computer Age Management Services Limited,INE596I01012
529,CESC,CESCEQN,CESC Limited,INE486A01021
530,GRAPHITE,GRAPHITEEQN,Graphite India Limited,INE371A01025
531,HUDCO,HUDCOEQN,Housing & Urban Development Corporation Limited,INE031A07857
532,IIFL,IIFLEQN,IIFL Finance Limited,INE530B07138
533,RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028
534,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031
535,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014
536,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
537,RITES,RITESEQN,RITES Limited,INE320J01015
538,MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035
539,GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031
540,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025
541,UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018
542,EQUITASBNK,EQUITASBNKEQN,Equitas Small Finance Bank Limited,INE063P01018
543,IRCON,IRCONEQN,Ircon International Limited,INE962Y01021
544,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
545,AAVAS,AAVASEQN,Aavas Financiers Limited,INE216P01012
546,DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010
547,TTML,TTMLEQN,Tata Teleservices (Maharashtra) Limited,INE517B01013
548,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023
549,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020
550,NETWORK18,NETWORK18EQN,Network18 Media & Investments Limited,INE870H13018
551,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
552,TV18BRDCST,TV18BRDCSTEQN,TV18 Broadcast Limited,INE886H01027
553,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
554,HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026
555,FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021
556,ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027
557,SWSOLAR,SWSOLAREQN,Sterling and Wilson Renewable Energy Limited,INE00M201021
558,BALAMINES,BALAMINESEQN,Balaji Amines Limited,INE050E01027
559,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784
560,JINDALSAW,JINDALSAWEQN,Jindal Saw Limited,INE324A01024
561,NSLNISP,NSLNISPEQN,NMDC Steel Limited,INE0NNS01018
562,BLS,BLSEQN,BLS International Services Limited,INE153T01027
563,CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010
564,ELECON,ELECONEQN,Elecon Engineering Company Limited,INE205B01031
565,SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018
566,RHIM,RHIMEQN,RHI MAGNESITA INDIA LIMITED,INE743M01012
567,KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022
568,HFCL,HFCLEQN,HFCL Limited,INE548A01028
569,FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012
570,CANFINHOME,CANFINHOMEEQN,Can Fin Homes Limited,INE477A01020
571,SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021
572,METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020
573,JMFINANCIL,JMFINANCILEQN,JM Financial Limited,INE780C01023
574,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
575,RCF,RCFEQN,Rashtriya Chemicals and Fertilizers Limited,INE027A01015
576,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
577,BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012
578,VIJAYA,VIJAYAEQN,Vijaya Diagnostic Centre Limited,INE043W01024
579,BALRAMCHIN,BALRAMCHINEQN,Balrampur Chini Mills Limited,INE119A01028
580,KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,INE036D01028
581,RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028
582,INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012
583,HOMEFIRST,HOMEFIRSTEQN,Home First Finance Company India Limited,INE481N01025
584,ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A07019
585,BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035
586,APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015
587,INOXWIND,INOXWINDEQN,Inox Wind Limited,INE066P01011
588,NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015
589,CHOLAHLDNG,CHOLAHLDNGEQN,Cholamandalam Financial Holdings Limited,INE149A01033
590,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
591,CRAFTSMAN,CRAFTSMANEQN,Craftsman Automation Limited,INE00LO01017
592,UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018
593,SIGNATURE,SIGNATUREEQN,Signatureglobal (India) Limited,INE903U01023
594,UTIAMC,UTIAMCEQN,UTI Asset Management Company Limited,INE094J01016
595,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020
596,WELSPUNLIV,WELSPUNLIVEQN,Welspun Living Limited,INE192B01031
597,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020
598,IOB,IOBEQN,Indian Overseas Bank,INE565A01014
599,MASTEK,MASTEKEQN,Mastek Limited,INE759A01021
600,RATNAMANI,RATNAMANIEQN,Ratnamani Metals & Tubes Limited,INE703B01027
601,GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013
602,USHAMART,USHAMARTEQN,Usha Martin Limited,INE228A01035
603,BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019
604,MOTILALOFS,MOTILALOFSEQN,Motilal Oswal Financial Services Limited,INE338I01027
605,ASTERDM,ASTERDMEQN,Aster DM Healthcare Limited,INE914M01019
606,AFFLE,AFFLEEQN,Affle (India) Limited,INE00WC01027
607,MAHSEAMLES,MAHSEAMLESEQN,Maharashtra Seamless Limited,INE271B01025
608,CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013
609,JAIBALAJI,JAIBALAJIBEN,Jai Balaji Industries Limited,INE091G01018
610,SYRMA,SYRMAEQN,Syrma SGS Technology Limited,INE0DYJ01015
611,CAPLIPOINT,CAPLIPOINTEQN,Caplin Point Laboratories Limited,INE475E01026
612,MINDACORP,MINDACORPEQN,Minda Corporation Limited,INE842C01021
613,STLTECH,STLTECHEQN,Sterlite Technologies Limited,INE089C01029
614,SAREGAMA,SAREGAMAEQN,Saregama India Limited,INE979A01025
615,JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032
616,HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026
617,EIHOTEL,EIHOTELEQN,EIH Limited,INE230A01023
618,NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014
619,NUVOCO,NUVOCOEQN,Nuvoco Vistas Corporation Limited,INE118D01016
620,TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032
621,ALKYLAMINE,ALKYLAMINEEQN,Alkyl Amines Chemicals Limited,INE150B01039
622,SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018
623,DEEPAKFERT,DEEPAKFERTEQN,Deepak Fertilizers And Petrochemicals Corporation Limited,INE501A01019
624,NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013
625,RAINBOW,RAINBOWEQN,Rainbow Childrens Medicare Limited,INE961O01016
626,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016
627,EIDPARRY,EIDPARRYEQN,EID Parry India Limited,INE126A01031
628,SBFC,SBFCEQN,SBFC Finance Limited,INE423Y01016
629,JBMA,JBMAEQN,JBM Auto Limited,INE927D01044
630,ALOKINDS,ALOKINDSEQN,Alok Industries Limited,INE270A01029
631,GPPL,GPPLEQN,Gujarat Pipavav Port Limited,INE517F01014
632,ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020
633,RTNINDIA,RTNINDIAEQN,RattanIndia Enterprises Limited,INE834M01019
634,GAEL,GAELEQN,Gujarat Ambuja Exports Limited,INE036B01030
635,CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010
636,SAMMAANCAP,SAMMAANCAPEQN,Sammaan Capital Limited,INE148I07NN5
637,PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012
638,BLUEDART,BLUEDARTEQN,Blue Dart Express Limited,INE233B08103
639,KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012
640,RRKABEL,RRKABELEQN,R R Kabel Limited,INE777K01022
641,FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022
642,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
643,GSFC,GSFCEQN,Gujarat State Fertilizers & Chemicals Limited,INE026A01025
644,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
645,BIKAJI,BIKAJIEQN,Bikaji Foods International Limited,INE00E101023
646,REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026
647,WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025
648,INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016
649,RENUKA,RENUKAEQN,Shree Renuka Sugars Limited,INE087H01022
650,ALLCARGO,ALLCARGOEQN,Allcargo Logistics Limited,INE418H01029
651,ITI,ITIEQN,ITI Limited,INE248A01017
652,INDIGOPNTS,INDIGOPNTSEQN,Indigo Paints Limited,INE09VQ01012
653,TVSSCS,TVSSCSEQN,TVS Supply Chain Solutions Limited,INE395N01027
654,JUBLINGREA,JUBLINGREAEQN,Jubilant Ingrevia Limited,INE0BY001018
655,EASEMYTRIP,EASEMYTRIPEQN,Easy Trip Planners Limited,INE07O001026
656,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027
657,WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013
658,VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020
659,SHYAMMETL,SHYAMMETLEQN,Shyam Metalics and Energy Limited,INE810G01011
660,CDSL,CDSLEQN,Central Depository Services (India) Limited,INE736A01011
661,PCBL,PCBLEQN,PCBL LIMITED,INE602A01031
662,KFINTECH,KFINTECHEQN,Kfin Technologies Limited,INE138Y01010
663,IRB,IRBEQN,IRB Infrastructure Developers Limited,INE821I01022
664,AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025
665,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010
666,TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022
667,LATENTVIEW,LATENTVIEWEQN,Latent View Analytics Limited,INE0I7C01011
668,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036
669,IDFC,IDFCEQN,IDFC Limited,INE043D07AE5
670,CHALET,CHALETEQN,Chalet Hotels Limited,INE427F01016
671,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
672,PRSMJOHNSN,PRSMJOHNSNEQN,Prism Johnson Limited,INE010A01011
673,BBTC,BBTCEQN,Bombay Burmah Trading Corporation Limited,INE050A01025
674,RBA,RBAEQN,Restaurant Brands Asia Limited,INE07T201019
675,CUB,CUBEQN,City Union Bank Limited,INE491A01021
676,TRIVENI,TRIVENIEQN,Triveni Engineering & Industries Limited,INE256C01024
677,CLEAN,CLEANEQN,Clean Science and Technology Limited,INE227W01023
678,ACI,ACIEQN,Archean Chemical Industries Limited,INE128X01021
679,NCC,NCCEQN,NCC Limited,INE868B01028
680,HONASA,HONASAEQN,Honasa Consumer Limited,INE0J5401028
681,MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018
682,CEATLTD,CEATLTDEQN,CEAT Limited,INE482A01020
683,COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025
684,GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023
685,MTARTECH,MTARTECHEQN,Mtar Technologies Limited,INE864I01014
686,CAMPUS,CAMPUSEQN,Campus Activewear Limited,INE278Y01022
687,CSBBANK,CSBBANKEQN,CSB Bank Limited,INE679A01013
688,CONCORDBIO,CONCORDBIOEQN,Concord Biotech Limited,INE338H01029
689,DOMS,DOMSEQN,DOMS Industries Limited,INE321T01012
690,PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029
691,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010
692,BORORENEW,BORORENEWEQN,BOROSIL RENEWABLES LIMITED,INE666D01022
693,APLLTD,APLLTDEQN,Alembic Pharmaceuticals Limited,INE901L01018
694,TMB,TMBEQN,Tamilnad Mercantile Bank Limited,INE668A01016
695,JYOTHYLAB,JYOTHYLABEQN,Jyothy Labs Limited,INE668F01031
696,OLECTRA,OLECTRAEQN,Olectra Greentech Limited,INE260D01016
697,TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013
698,SUNTECK,SUNTECKEQN,Sunteck Realty Limited,INE805D01034
699,ERIS,ERISEQN,Eris Lifesciences Limited,INE406M01024
700,PRINCEPIPE,PRINCEPIPEEQN,Prince Pipes And Fittings Limited,INE689W01016
701,CCL,CCLEQN,CCL Products (India) Limited,INE421D01022
702,KSB,KSBEQN,Ksb Limited,INE999A01023
703,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026
704,360ONE,360ONEEQN,360 ONE WAM LIMITED,INE466L01038
705,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011
706,KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017
707,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015
708,JKPAPER,JKPAPEREQN,JK Paper Limited,INE789E01012
709,J&KBANK,J&KBANKEQN,The Jammu & Kashmir Bank Limited,INE168A01041
710,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
711,ENGINERSIN,ENGINERSINEQN,Engineers India Limited,INE510A01028
712,INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017
713,IEX,IEXEQN,Indian Energy Exchange Limited,INE022Q01020
714,HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012
715,SPARC,SPARCEQN,Sun Pharma Advanced Research Company Limited,INE232I01014
716,VARROC,VARROCEQN,Varroc Engineering Limited,INE665L01035
717,SAFARI,SAFARIEQN,Safari Industries (India) Limited,INE429E01023
718,FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024
719,TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016
