title,url,type,content,sentiment,date
"HUL's Q1 results seen muted, eye on segmental sales and heatwave impact",https://www.moneycontrol.com/news/business/earnings/hindustan-unilever-fmcg-profit-price-cut-12774554.html,Market,"The intense heatwave, price cuts and stable commodity prices are expected to support FMCG giant Hindustan Unilever post a flat quarter of earnings on July 23, according to analysts who track the company closely. According to a Moneycontrol poll of nine brokerages, Hindustan Unilever is likely to report a flat revenue growth, higher by one percent on-year at Rs 15,205 crore. Net profit is likely to come in at Rs 2,512 crore versus Rs 2,500 crore seen in the corresponding quarter last year.  Earnings estimates of analysts polled by Moneycontrol are in a narrow range, and any positive or negative surprise may trigger a sharp reaction in the stock. The most optimistic estimate sees India’s largest consumer staples firm HUL’s net profit jumping five percent on-year, but the most pessimistic projection suggests that net profit might sink five percent, such has been the divergence. Factors Impacting the Earnings HUL's revenue is likely to remain flat on account of subdued performance across categories, mainly impacted by price cuts, said Axis Securities. Volume Growth: The overall demand for HUL's products is seen muted in Q1FY25, with underlying volume growth seen in single-digits, according to brokerages. However, volumes in 75 percent of HUL’s business are growing. The FMCG major is likely to boost its volume growth in FY25 and FY26, said Motilal Oswal. Segmental Performance: Across segments, the performance is likely to vary with HUL's home care business likely growing at two percent, while beauty and personal care revenue expected to fall because of price cuts. HUL's Food portfolio, especially tea, coffee, and functional nutrition drinks, may be affected by a tough summer. Prabhudas Lilladher said, “We expect strong performance in Laundry while OOH consumption and hot beverages might be weak.” EBITDA margins: While gross margins are expected to expand in the range of 120-160 basis points, while HUL’s EBITDA margin is likely to contract by 10 basis points due to higher advertisement spends, royalty payout, and the termination of GSK consignment sale. What to Look Out For? Analysts will closely monitor demand in metro areas and tier-3 towns, the effect of raw material prices on EBITDA margins, as well as the growing competitive pressure from unorganized players. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
F&O minimum lot size should be increased to deter casual retail investors: Experts,https://www.moneycontrol.com/news/business/markets/fo-minimum-lot-size-should-be-increased-to-deter-casual-retail-investors-experts-12774492.html,Market,"Increasing the minimum lot size for futures and options (F&O) contracts would be an ideal way to cool the unbridled speculation by amateur retail traders in the equity derivatives segment, said market experts during a panel discussion on CNBC-TV18. Earlier this month, Moneycontrol had reported that the Working Committee on Futures and Options has recommended increasing the minimum lot size of derivative contracts to Rs 20 lakh-Rs 30 lakh from Rs 5 lakh presently. Deepak Shenoy of Capital Minds believes that F&O lot sizes have not increased in sync with GDP and market growth. According to Shenoy, ""Having a Rs 20 lakh lot size would be appropriate."" Shenoy also suggested reducing the number of expiries to one per week. At present, there is a weekly contract expiry on every day of the week. Rajesh Baheti from Crosseas Capital proposed a targeted approach to reduce retail participation in F&O trading. ""Steps should be targeted only at the retail segment and not damage the overall market sentiment. Market lot size adjustment would be the best way of addressing retail speculation,"" said Baheti. Last week, SEBI Chairperson Madhabi Puri Buch said the regulator was compelled to warn against speculative bets in the futures and options (F&O) segment because it has become a ""macro issue"". Speaking at an event organised by SBI Mutual Fund, the regulator said the shift from savings to “speculative” activity was affecting the broader economy now. A good chunk of household financial savings are going into the speculative bets, depriving the real economy of much needed capital. In addition, youngsters were losing tonnes of money on such bets, Buch said. Speaking in the same discussion, Jimit Modi of Samco Securities quoted NSE data showing 4.0-4.5 million individuals participating in the options segment. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
Speculative trading has no place in a developing country like India: Economic Survey,https://www.moneycontrol.com/news/business/markets/f-investors-may-face-serious-losses-warns-economic-survey-12774645.html,Market,"The Economic Survey has come down heavily on rising futures & options in the stock market by retail investors, using harshest words yet by a government agency, going as far to say that such speculative trading has “no place in a developing country” such as India. More importantly, it has warned the that any potential fall in stock markets could make investors feel cheated and deter them from returning to capital markets for a long time which could be detrimental to the entire economy. The Survey noted that derivatives trading, with its potential for outsized gains, often appeals to the human instinct for gambling and the allure of augmenting income. This dynamic has driven significant retail participation in derivatives trading. However, the reality of derivatives trading is starkly different from its promise. ""Globally, derivatives trading loses money for investors, for the most part,"" the survey states. The allure of quick profits can be misleading, as the majority of participants in derivatives markets end up facing losses. This underscores the importance of raising investor awareness and continuous financial education. The survey emphasizes, ""Raising investor awareness and continuous financial education is essential to warn them of the low or negative expected returns from derivatives trading."" Also read | F&O crackdown: Panel suggests sweeping curbs on options contracts, lot sizes The risks associated with derivatives trading are not merely theoretical. A significant stock market correction can lead to substantial losses, particularly for retail investors engaged in derivatives. These losses could provoke a strong negative behavioral response, with investors feeling ""cheated by unseen more considerable forces."" The Economic Survey warns that such experiences could deter retail investors from returning to capital markets for a long time, which would be detrimental to both their financial well-being and the broader economy. The Economic Survey also provides a broader context for understanding the potential pitfalls of rapid financialisation. It points to historical precedents, noting, ""The financialisation of economies has not ended well, even for advanced economies. The global financial crisis of 2008 is an obvious example."" For developing countries, the risks are even more pronounced. The survey cites the Asian financial crisis of 1997-98, which severely impacted the high-flying economies of the region. These examples illustrate the dangers when financial market innovations and growth outpace economic growth. Also read | F&O frenzy in equities now turning into a stampede, warns Vijay Kedia For India, the survey advocates for a cautious approach: ""India needs to have an orderly and gradual evolution of the financial market."" Such an approach is essential to avoid the destabilizing effects that have plagued other economies. The survey calls on all stakeholders, including market participants, market infrastructure institutions, regulators, and the government, to ensure that capital markets fulfill their fundamental role of directing savings to productive investments. This is not only a matter of national interest but also of self-interest. The survey concludes, ""All stakeholders must ensure that capital markets play their theoretically assigned role of directing savings to their most productive investments. It is not just in the national interest. It is an act of self-interest, too."" Earlier this month, Moneycontrol reported that a SEBI working committee on F&O has proposed measures to curb the rapid growth in derivatives volume. These include increasing the minimum lot size of derivative contracts to Rs 20 lakh-Rs 30 lakh from the current Rs 5 lakh, restricting weekly options to one expiry per stock exchange per week, and limiting the number of strike prices for options contracts. Last week, SEBI chairperson Buch said that the worry for the regulator is now not just from a “micro level” of the F&O trading putting investors at risk, but also from a “macro level” of it disrupting economic growth. Buch said that turnover in index options in premium terms has gone up from Rs 4.5 lakh crore in 2018 to Rs 140 lakh crore in 2024. While overall turnover in the derivatives segment has gone up from Rs 210 lakh crore in 2018 to Rs 500 lakh crore in 2024.
       ",NEGATIVE,2024-07-22
IDBI Bank's stock rises 3% after 40% jump in Q1 net profit,https://www.moneycontrol.com/news/business/earnings/idbi-bank-stock-rises-3-after-40-jump-in-q1-net-profit-12774641.html,Market,"Shares of IDBI Bank surged 3 percent after the lender on July 22 reported a 40 percent rise in net profit during the first quarter of FY25. The company posted a profit of Rs 1,719.27, higher by 40.4 percent compared to Rs 1,224.18 reported in the same period of last financial year, according to an exchange filing issued of Monday. The net profit also surged 6 percent over the March quarter's reading at Rs 1,628.46 crore. The stock price of the company was trading at Rs 91.29, up 2.73 percent on NSE at 14:02 pm. The lender's gross non-performing assets (GNPA) improved 118 bps YoY to 3.87 percent, while the net NPA stood at 0.23 percent, recording a drop of 21 bps, according to the company statement. The bank's provision coverage ratio was at at 99.34 percent, while the CRAR came in at 22.42 percent. It's CASA ratio was at 48.57 percent and the net interest margin (NIM) was at 4.18 percent.  
       ",NEGATIVE,2024-07-22
India led the world in IPOs in FY24 as primary markets created Rs 10.9 lakh crore of capital,https://www.moneycontrol.com/news/business/markets/primary-market-capital-formation-eco-survey-12774615.html,Market,"The robust primary market activity has been helped in capital formation to tune of Rs 10.9 lakh crore, of which more than three-fourth was created through debt issuances, according to the Economic Survey 2024. ""This is close to 29 per cent of the Gross Fixed Capital Formation of private and state-run corporates in FY23"", said the document that was tabled before the Parliament on July 22. The primary market boom has been helped by a healthy economic performance and a favourable investment climate for Indian equities, the Economic Survey added. Track the latest highlights of the Economic Survey right here. QIPs, Right Issue In Vogue Fund raise via all modes, that is, equity, debt, and hybrid saw strong year-on-year growth, with hybrid route rising over 513.6 per cent, in FY24. ""Qualified Institutional Placements (QIPs) emerged as a critical equity fund raising mechanism for the corporates during FY24"", the Economic Survey noted, while fund raise via rights issues more than doubled to Rs 15,110 crore during FY24. IPO ActionThe number of IPOs that were launched in FY24 increased by 66 per cent to 272, as against 164 in FY23. The amount raised through the IPO route rose by 24 per cent to Rs 67,995 crore in FY24, said the Economic Survey. A E&Y Global IPO report said India was the global leader in IPO listings last fiscal. SME Space Heating UpThe SME platform for small enterprises tapping the capital market saw intense activity in FY24 with the number of SME IPOs and FPOs rising by 1.6 times to 196 in FY24, as against 125 in FY23. Fund raised through SMEs rose by more than 2-1/2 times over the previous year to Rs 6,095 crore in FY24, said the economic document.  
       ",POSITIVE,2024-07-22
Chemical players bet on hopes of PLI to give manufacturing boost,https://www.moneycontrol.com/news/business/markets/chemical-players-bet-on-hopes-of-pli-to-give-manufacturing-boost-12774551.html,Market,"Even though the sector is caught in the midst of a rough patch, chemical companies are hoping for finance minister Nirmala Sitharaman will give the industry something to cheer on in the form of production-linked incentive (PLI) scheme in the upcoming Budget. The industry has been grappling with weak demand and an influx of low-cost Chinese inventory in global markets over the past year. A recovery seems imminent, except in agrochemicals, where the outlook remains unclear. Many analysts predict that a rebound should start becoming visible by the second half of this fiscal year. The industry is also counting on government support to maximise this revival. Axis Securities anticipates continued backing through the PLI scheme for chemicals and other tax incentives in chemical manufacturing hubs like Gujarat, benefiting multiple Indian chemical manufacturers. Additionally, analysts Mayank Maheshwari and Vivek Rajamani of Morgan Stanley expect incentives for petrochemicals and the growth of green hydrogen and gas penetration. With the rising demand for electric vehicles (EVs), Axis Securities foresees additional PLI incentives for battery manufacturers and companies involved in electric power production and storage. Prabhudas Lilladher hopes for a government roadmap for renewable manufacturing and higher ethanol blending. For the agrochemical sector, there are expectations that customs duty on imports could be doubled to 20 percent on technicals and 30 percent on formulations, benefiting domestic producers. However, Nuvama analysts see little chance of duty slabs being altered. Also Read | Budget 2024: Pharma firms hope for increased expenditure for healthcare, support for R&D The chemical industry was thriving until 2022, when global demand weakened, and Chinese imports flooded international markets. This downturn coincided with a phase of capital expenditure commissioned by most domestic players, putting margins under severe pressure. Consequently, most brokerages have adopted a cautious stance on the sector. Several chemical stocks, such as SRF, Deepak Nitrite, Gujarat Fluorochemicals, Neogen Chemicals, PI Industries, and Himadri Specialty Chemicals, have are also down in the red year-to-date. Despite this, some signs of recovery are emerging, with a significant rebound in demand expected later this fiscal year. In this context, government support through PLI schemes will be crucial in lifting sentiment for the sector as it moves toward a demand revival. Also Read | Budget 2024: Street eyeing fertiliser subsidy, aid to reduce import dependence Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
"Indian GCCs employed over 16 lakh in FY23, shows Economic Survey",https://www.moneycontrol.com/technology/indian-gccs-employed-over-16-lakhs-in-fy23-shows-economic-survey-article-12774518.html,Market,"Global Capability Centres (GCCs) in India employed over 16.6 lakh people, data from the Economic Survey 2023-24 showed. Over 42 percent of this is engaged in engineering, research, and development (ER&D), 34.5 percent in business process management (BPM), and 23.4 percent in information technology (IT) services. The document also showed that the revenue from India's GCCs has increased from $19.4 billion in FY15 to $46 billion in FY23 at a compound annual growth rate (CAGR) of 11.4 percent. The economic survey said promoting specialisations in higher education is essential to incentivise GCCs in India. It recommended areas such as Blockchain, Artificial Intelligence (AI), Machine Learning, Internet of Things, Cybersecurity, Cloud Computing, Big Data Analytics, Augmented Reality, Virtual Reality, 3D Printing, and Web and Mobile Development. Referring to a survey, the document said about 76 percent of IT employers reported difficulty in finding the skilled talent required globally. The technology sectors are dynamic and continually evolving and IT positions remain among the most in-demand roles in the global job market. “Despite the high demand, these sectors are experiencing a talent gap, with a shortage of IT, data science, and cybersecurity workers,” the document read. Revenue from India's GCCs has increased from $19.4 billion in FY15 to $46 billion in FY23 at a CAGR of 11.4 percent. (This is a developing story, please come back for more) ",NEGATIVE,2024-07-22
"'Tahe dil se shukriya ada karte hain…,' says Sebi chief Madhabi Puri Buch to SBI MF; here's why",https://www.moneycontrol.com/news/business/markets/tahe-dil-se-shukriya-aada-karte-hai-says-sebi-chief-madhabi-puri-buch-to-sbi-mf-heres-why-12774487.html,Market,"Madhabi Puri Buch, Chairperson, Securities and Exchange Board of India (SEBI), lauded the role that SBI Mutual Fund has played in the mutual fund industry over the years. She was speaking at an event organised by SBI MF on July 19 to mark its assets under management (AUM) crossing Rs 10 trillion. Buch said that during times when SEBI needed to request government intervention, such as establishing a backstop facility for mutual funds in crisis situations, SBI Mutual Fund was the clear choice to manage these initiatives. Also read: Does your heart beat for the customer, Sebi chief asks mutual fund distributors ""When we wanted to request the government to provide a backstop facility for mutual funds in the event of another crisis and when we wanted to institutionalise it, the simple question was, who will run this? We have said it without any hesitation, SBI MF will run it, who else will run it?"" Buch recounted. ""SBI Mutual Fund has a very special place for the regulator (in that respect). And there are many other instances less publicly known, where again, SEBI relies or has relied on the broad shoulders of SBI Mutual Fund to do in its own way a part of the tremendous responsibility that is cast on us as a regulator,"" she said adding that this was a testament to the culture of the bank, which has manifested in the subsidiary. Buch also praised the culture of the bank, which has manifested in its subsidiary, and thanked every member of the SBI Mutual Fund ""family"" for their support and service with the words, “Tahe dil se shukriya aada karte hai.” (I thank you from the bottom of my heart) Buch added that over the last year, every time she spoke about mutual funds as a product for financial inclusion in the capital markets, and how they want to make micro SIPs and the 250-rupee SIP popular, she knew SBI would be at the forefront.  “I knew that SBI MF is the one mutual fund that can do it”. Buch also praised the fund house for the role it has been playing in ensuring the stability and integrity of India's financial markets. ""By stepping up during times of potential crisis, the fund not only supports the regulator but also bolsters investor confidence, reflecting the strong partnership between SEBI and SBI Mutual Fund in maintaining the robustness of the mutual fund industry,"" she said. Answering a query on whether there is a need for distributors of a particular AMC to sell products of all AMCs, Buch noted: ""A large number of funds with common benchmarks and categories exhibit similar performance. If an entity decides to sell only its group’s funds within this space, it should not be an issue. Different organizations have different strengths. For instance, Motilal Oswal is known for its strong equity brand. If SBI has a strong distribution network, why should they not use it? There is nothing wrong with that."" However, Buch added that selling underperforming funds is mis-selling. ""The system must ensure that this does not happen. I am confident that the SBI group takes care of this issue well,"" she said. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.  ",POSITIVE,2024-07-22
"Sensex, Nifty still in red as IT and realty stocks dent sentiment; pharma and healthcare rally",https://www.moneycontrol.com/news/business/markets/sensex-nifty-still-in-red-as-it-and-realty-stocks-dent-sentiment-pharma-and-healthcare-rally-12774368.html,Market,"Benchmark indices Nifty and Sensex continued to trade in the red during mid-day. This comes just a day before the Union Budget as IT and realty bogged down the sentiment. At about 12:40 pm, Sensex was down 0.25 percent at 80,402 and the Nifty was down 0.23 percent at 24,475. About 1,994 shares advanced, 1,480 shares declined, and 106 shares unchanged. Follow our live blog for all the market updates The midcap and smallcap index, also known as the broader markets also edged higher, reversing the morning trends, and outperforming the headline indices. The two traded 1.2 and 1 percent higher, respectively. Industry experts suggest that full-fledged profit booking took place in the broader market last week. The VIX also known as the fear gauge rose further by 4.4 percent to be at around 16. The VIX has surged almost 17 percent in the last three months. Sectoral Trend Of the 13 sectors, auto, pharma and healthcare were the top gainers. In the auto index, M&M, Tata Motors, and Maruti Suzuki were the major contributors. On the other hand, FMCG, IT and realty stocks slipped ahead of the budget. The major laggard on the Nifty was Wipro from the IT index. This comes after the company's consolidated revenue fell in the first quarter. Wipro shares tanked as much as 9 percent in trade today. Read: 'Higher the capex in Budget, the better; PEs happiest-ever from capital market exit momentum': JM Financial's Vishal Kampani Fundamental View ""The market is in a consolidation phase as the indices have recovered very well from the low of the election results. If there are any negative surprises, the market can get into prolonged consolidation and is expected to trade around the 24,000 mark,"" Kranthi Bathini Director of Equity Strategy at WealthMills Securities, told Moneycontrol. He said that if the budget delivers what was expected, the market will try to attain 25,000 in the coming days. Technical View Nifty witnessed heavy profit booking after resisting near the new high zone at 24850 levels and slipped down significantly to form a bearish candle pattern on the daily chart to turn the sentiment little bit cautious. Theindex would have the near-term support at 24,200-24,250 zone below which the bias would turn weak and can expect for further slide,"" Vaishali Parekh, vice president of technical research at Prabhudas Lilladher said. ""Sensex witnessing a downward slide and formed bearish engulfing pattern on the daily chart with major support zone visible near 20 DMA level of 79,600 and near term resistance band is 81,500 levels with volatility on the rise as the Budget session is nearby. The support for the day is seen at 79,300 and 24,100 while the resistance is seen at 82,000 and 25,000 (Sensex, Nifty). Read more: Economic Survey pegs FY25 GDP growth at 6.5-7% Key Nifty gainers Grasim, HDFC Bank, Infosys, Dr Reddy's Labs, and Tata Consumer Durables Key Nifty losers Wipro, Kotak Mahindra Bank, Reliance Industries, ITC, and LTIMindtree Key Sensex gainers NTPC, M&M, HDFC Bank, UltraTech Cement and Power Grid Corp Key Sensex losers Wipro, Kotak Mahindra Bank, Reliance Industries, ITC, and LTIMindtree Stock Moves Fertiliser Stocks: Shares surged upto 13 percent in the run-up to the Union Budget 2024 due to be tabled by Finance Minister Nirmala Sitharaman on July 23. The spike in fertiliser stocks came as investors speculate the quantum of subsidy that could be allotted to the sector in the upcoming budget. Tejas Network: Shares slipped 4 percent despite reporting strong earnings for the first quarter of the current financial year(Q1FY25). The company reported a net profit of Rs 77 crore as against a loss of Rs 26.29 crore in the year-ago period. Its revenue increased by 696 percent year-on-year to Rs 1,496 crore. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.  
       ",NEGATIVE,2024-07-22
Indian Hotels jumps 7% on healthy Q1 results; stock up 40% so far this year,https://www.moneycontrol.com/news/business/earnings/indian-hotels-jumps-7-on-healthy-q1-results-stock-up-40-so-far-this-year-12774339.html,Market,"Shares of Indian Hotels Company (IHCL) jumped 7 percent to Rs 616 apiece on July 22 after the company reported healthy April-June quarter (Q1FY25) results. So far this year, the stock of this hospitality chain rallied over 40 percent, as compared benchmark Nifty 50's 12 percent rise. Earlier, IHCL had hit 52-week high of Rs 663 per share on June 26, 2024. Catch all the market action on our LIVE blog In Q1FY25, the company's revenue increased by 5.7 percent on-year to Rs 1,550 crore, while net profit jumped 10 percent YoY to Rs 260 crore. Operationally, EBITDA climbed by 9.6 percent YoY to Rs 450 crore in Q1FY25 and margins expanded by 10 basis points YoY to 29 percent. New business verticals that comprise of Ginger, Qmin, and ama Stays and Trails reported revenue of Rs 162 crore in Q1FY25, up 37 percent over the previous year. Reimagined business of TajSATS and The Chambers reported revenue of Rs 274 crore, up 17 percent YoY. ALSO READ: Indian Hotels Company: Temporary blip in Q1 FY25; long-term story intact During the quarter, IHCL opened 6 hotels with SeleQtions hotel in Mahabaleshwar, Vivanta in Jamshedpur, Ginger in Nagpur and Jamshedpur, and Tree Life Resorts in Gangtok and Srinagar. Having said that, analysts at HDFC Securities shared a 'reduce' call for IHCL, citing expensive valuations and assigned target price at Rs 540 per share. ""Heatwaves, general elections/code of conduct, and fewer auspicious wedding dates in the quarter presented headwinds. We believe the supply-demand mismatch will continue to favor IHCL in key locations for the next two years, allowing it to capitalize on opportunities with its asset-light capacity growth strategy. The newly launched 'Taj branded residences,' the ramp-up of earlier opened hotels, and a robust pipeline of new hotels will be supported by demand tailwinds. This will ensure sustained occupancy above 75 percent, single-digit growth in average room revenue, and high single-digit growth in RevPAR for the next two years,"" the brokerage firm stated. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
Option strategy of the day | M&M shares on verge of breakout; Long call recommended,https://www.moneycontrol.com/news/business/markets/option-strategy-of-the-day-m-long-call-recommended-12774360.html,Market,"M&M Ltd shares are trading in a cycle of higher highs and higher lows, poised to breakout above recent resistance levels on the daily charts. At 11 am on July 22, the stock was trading at Rs 2,793.00, up 43.70 points or 1.59 percent. ""The recent price performance in the stock indicates strength and is expected to continue the positive momentum in the coming days as well,"" said Arun Kumar Mantri, Founder of Mantri Finmart. To capture the upside potential, Mantri recommends taking a long call strategy: Trade Details:Position: Buy M&M July 2820 CEEntry: Rs 30-33Target: Rs 54-65Stop Loss: Rs 20Holding Period: 5-6 trading sessions  Technical View:Mantri highlights that the stock is in a cycle of higher highs and higher lows, on the verge of breaking above recent resistance levels on the daily charts. The recent price performance indicates strength, and the positive momentum is expected to continue. ""Technical indicators suggest that the bullish up move is likely to persist. The support for the stock is around Rs 2,700, while resistance is at Rs 2,880-2,900 levels on the higher side,"" said Mantri. Mantri notes that the stock is trading comfortably above its 21, 50, 100, and 200 DEMA on daily and weekly charts, indicating strength. Leading indicators like the Parabolic SAR and MACD also suggest a positive trend in the near term. Derivatives Data:Mantri observes that in the option chain for the June series, the counter is standing above the strong support zone of Rs 2,750 to 2,800, where heavy put writers are positioned, with 8.75 lakh shares outstanding in the 2,800 strike put option of the current series. ""The recent price action is accompanied by good volumes even in the derivatives front, indicating that the underlying strength is expected to remain in the short-term trade,"" he added. He believes that the counter has added significant open interest in the last session, indicating that the upward move is likely to continue in the near term, with the price expected to test the Rs 2,880-2,890 levels. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.  
       ",POSITIVE,2024-07-22
Fertiliser stocks surge up to 13% a day before Budget on hopes of rural focus,https://www.moneycontrol.com/news/business/markets/fertiliser-surge-subsidy-union-budget-12774354.html,Market,"Fertiliser stocks were buzzing in trade, surging as much as 13 percent, in the run-up to the Union Budget 2024 due to be tabled by Finance Minister Nirmala Sitharaman on July 23. The spike in fertiliser stocks came as investors speculate the quantum of subsidy that could be allotted to the sector in the upcoming budget. The interim budget had estimated the fertiliser subsidy requirement for FY25 at Rs 1.64 lakh crore, which is lower than Rs 1.89 lakh crore for FY24. While the Street is not anticipating an increase in the subsidy bill, industry participants are expecting the finance minister may retain the previously estimated subsidy allocation. ""While the budgeted amount is considered to be adequate for FY25 due to moderation in input costs and prices of finished products, the reduced subsidy bill (as compared to FY24) will enable the government to allocate funds to more productive areas,"" Axis Securities wrote in a note. Brokerage expects the government to increase funding towards reducing dependence on fertiliser imports and developing new capabilities such as nano urea. Follow our live blog for all the updates Experts are anticipating greater emphasis on boosting rural consumption, primarily through higher spending on government’s flagship programmes. A rebound in rural consumption should benefit fertiliser companies, as it would likely lead to increased spending by farmers on crop protection. Riding high on these expectations, shares of Deepak Fertilisers, Chambal Fertilisers and Chemicals, National Fertilizers, Gujarat State Fertilizers, Fertilisers and Chemicals Travancore (FACT),  and Coromandel International were trading 3-13 percent on the NSE. Fertiliser companies faced disappointing earnings in FY24 due to weak prices, subdued demand, and an influx of low-cost Chinese supplies into the global market. This led to a significant decline in profitability, straining both net profit and revenue of major players. However, signs of recovery have emerged in recent quarters, with expectations of a resurgence in demand in the latter half of the current fiscal, coinciding with the sowing of Rabi crop. In this backdrop, the fertilizer industry is relying on hopes of the government's support to stage a strong rebound later this fiscal. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
"Analysts bullish on RIL after earnings meet estimates; brokerages expect growth in Jio, rebound in energy",https://www.moneycontrol.com/news/business/markets/analysts-bullish-on-ril-after-earnings-meet-estimates-brokerages-expect-growth-in-jio-rebound-in-energy-12774375.html,Market,"Reliance Industries Ltd stock has received bullish calls from brokerages, buoyed by strong growth prospects of its telecom unit and a likely rebound in the energy business, following the company’s fiscal first-quarter earnings. Nomura has a ‘buy’ call on Reliance Industries stock, with a price target of Rs 3,600, implying about a 16 percent upside from the last closing price. Nomura analysts said Reliance’s O2C (oil-to-chemicals) business “delivered well in a challenging environment”. They also said that the operational trends remain strong for Reliance Industries, citing the rise of 20 basis points in overall margins year-on-year. On July 19, Reliance Industries reported an 11.5 per cent increase in revenue to Rs 2.58 lakh crore in the first quarter of the current fiscal from a year ago, bolstered by contributions across segments. Consolidated EBITDA rose 2 percent from the year-ago period to Rs 42,748 crore. However, the O2C business EBITDA declined. Also read: Nifty's overvaluation signals imminent correction, says Emkay Even so, Reliance’s O2C business results were in line with the expectations, according to Jefferies. Further, Reliance Industries said that strong contributions from consumer and upstream businesses offset the weak O2C operating environment. Among consumer businesses, Reliance’s Jio results too met expectations, Jefferies added. “Jio should see strong growth on the back of the tariff hike,” it said. Jio Platforms’ revenue from operations rose 12.8 percent from a year earlier to Rs 29,449 crore in the quarter ended June 30. The segment’s EBITDA increased to Rs 14,638 crore. The company said the average revenue per user (ARPU) was Rs 181.7, with a better subscriber mix. Jefferies and Morgan Stanley too have ‘buy’ and ‘overweight’ calls on RIL shares, with price targets of Rs 3,525 and Rs 3,540, respectively. The energy and telecom segments should see a rebound in coming quarters, Morgan Stanley said. Reliance’s retail business revenue grew by 6.6 percent, and EBITDA rose to Rs 5,664 crore. “The management is rationalising unprofitable parts in retail with a focus on margins,” Jefferies said. Reliance’s pivot in retail to focus on margin amid weak domestic demand stands out, Morgan Stanley said. Macquarie has a ‘neutral’ call on Reliance Industries stock, with a target price of Rs 2,750 per share. The company’s follow-through on capex discipline and free cash flow improvement would be positive. RIL’s capital expenditure for the quarter stood at Rs 28,785 crore, comfortably covered by a cash profit of Rs 33,757 crore. Disclosure: Moneycontrol is a part of the Network18 group. Network18 is controlled by Independent Media Trust, of which Reliance Industries is the sole beneficiary. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. ",NEGATIVE,2024-07-22
"Taking Stock: Sensex, Nifty close flat ahead of Union Budget; mid, smallcaps shine",https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-end-flat-ahead-of-union-budget-mid-smallcaps-shine-12774828.html,Stocks,"The Indian benchmark indices ended lower for the second consecutive session on July 22 amid selling in heavyweights as traders were cautious a day ahead of Union Budget announcements. At close, the Sensex was down 79.43 points or 0.10 percent at 80,525.22, and the Nifty was down 21.60 points or 0.09 percent at 24,509.30. On the back of weak global cues, the Indian indices opened lower and slipped below 24,400. However, they witnessed recovery in the initial hours but traded in the red throughout the session. Biggest Nifty losers included Wipro, Kotak Mahindra Bank, Reliance Industries, ITC and SBI Life Insurance, while gainers were Grasim Industries, HDFC Bank, Dr Reddy's Labs, Tata Consumer and Infosys. On the sectoral front, auto, capital goods, healthcare, metal and power indices went up 1 percent each, while selling was seen in the media, bank, IT, realty and FMCG. The BSE midcap index added 1.3 percent and the smallcap index rose 0.8 percent. 170 stocks touched their 52-week high on the BSE including Britannia Industries, Deepak Nitrite, Glenmark Pharma, Emami, Colgate Palmolive, MTNL, Nitin Spinners, Zydus Wellness, Dodla Dairy, among other. Click to View Full List Outlook for July 23 Aditya Gaggar Director of Progressive Shares The oversold condition coupled with a bullish divergence in the RSI saved the Index from a steep fall. Mixed market activity was seen where the Mid and Smallcaps soared higher while the Index stayed in a well-maintained range to end the session at 24,509.25 with a marginal loss of 21.65 points. Auto and Pharma sectors advanced over 1% to become outperformers of the day while Realty was the major laggard followed by IT. Considering the Union Budget outcome, wild swings can be expected on both sides where 24,200 will be considered as immediate support while the higher side seems to be capped at 24,800. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.
       ",NEGATIVE,2024-07-22
